lock_hold,lwait_acq,lwait_rel,gwait_acq,gwait_rel,data_read,data_write,array_size,nodeID,run,lockNR
0007354,0000511,0000060,0001006,0005230,0006662,0013155,001024,001,000,0512
0010500,0012324,0001263,0001318,0007554,0009168,0017823,001024,001,000,0512
0007494,0000481,0000060,0001006,0005250,0006673,0013275,001024,002,000,0512
0010550,0012739,0001222,0001302,0007725,0009298,0018134,001024,002,000,0512
0007103,0000561,0000060,0001005,0005160,0006232,0012814,001024,003,000,0512
0011692,0013311,0001212,0001389,0008486,0009638,0019887,001024,003,000,0512
0007644,0000561,0000080,0001006,0005320,0006753,0013515,001024,004,000,0512
0013735,0012161,0001503,0001276,0008987,0011452,0022833,001024,004,000,0512
0007454,0000501,0000060,0001006,0005240,0006662,0013245,001024,001,001,0512
0011191,0012515,0001323,0001300,0007725,0009558,0018655,001024,001,001,0512
0007434,0000521,0000060,0001006,0005240,0006662,0013225,001024,002,001,0512
0010991,0012453,0001352,0001298,0008025,0009508,0018665,001024,002,001,0512
0007514,0000561,0000080,0001006,0005300,0006723,0013385,001024,003,001,0512
0013896,0012144,0001483,0001290,0009198,0011852,0023124,001024,003,001,0512
0007054,0000541,0000060,0001005,0005140,0006222,0012744,001024,004,001,0512
0010470,0013861,0001253,0001395,0007775,0009147,0018033,001024,004,001,0512
0007524,0000541,0000060,0001006,0005250,0006692,0013305,001024,001,002,0512
0011442,0013234,0001322,0001296,0007965,0009648,0018756,001024,001,002,0512
0007494,0000501,0000060,0001006,0005230,0006682,0013275,001024,002,002,0512
0011051,0013944,0001292,0001300,0007764,0009428,0018745,001024,002,002,0512
0007634,0000552,0000080,0001006,0005300,0006752,0013486,001024,003,002,0512
0013916,0012699,0001463,0001292,0009468,0011943,0022743,001024,003,002,0512
0007103,0000511,0000060,0001005,0005149,0006261,0012794,001024,004,002,0512
0011101,0012646,0001193,0001299,0008126,0009448,0019016,001024,004,002,0512
